OBSERVATION COUNT,LATITUDE,LONGITUDE,OBSERVATION DATE
3,47.2792922,-122.1543303,6/4/16
1,47.662576,-122.12052,6/4/16
4,47.523852,-121.7963326,6/4/16
1,47.523852,-121.7963326,6/13/16
2,47.523852,-121.7963326,6/22/16
2,47.523852,-121.7963326,6/6/16
1,47.662576,-122.12052,6/5/16
1,47.662576,-122.12052,6/9/16
1,47.662576,-122.12052,6/9/16
1,47.662576,-122.12052,6/9/16
2,47.662576,-122.12052,6/22/16
1,47.2837998,-122.1314049,6/23/16
1,47.662576,-122.12052,6/23/16
2,47.523852,-121.7963326,6/22/16
1,47.662576,-122.12052,6/9/16
1,47.662576,-122.12052,6/11/16
2,47.523852,-121.7963326,6/24/16
3,47.523852,-121.7963326,6/15/16
2,47.523852,-121.7963326,6/25/16
1,47.523852,-121.7963326,6/25/16
3,47.2737373,-122.027222,6/24/16
1,47.662576,-122.12052,6/16/16
1,47.523852,-121.7963326,6/16/16
1,47.6941307,-121.9737613,6/16/16
2,47.176058,-122.005316,6/7/16
1,47.523852,-121.7963326,6/16/16
1,47.662576,-122.12052,6/25/16
1,47.662576,-122.12052,6/8/16
1,47.4066334,-122.2595633,6/1/16
2,47.662576,-122.12052,6/2/16
1,47.662576,-122.12052,6/9/16
1,47.662576,-122.12052,6/9/16
1,47.662576,-122.12052,6/26/16
2,47.662576,-122.12052,6/2/16
1,47.662576,-122.12052,6/2/16
1,47.662576,-122.12052,6/18/16
1,47.68539,-121.970424,6/3/16
4,47.6941307,-121.9737613,6/3/16
1,47.7582372,-121.9860935,6/11/16
1,47.662576,-122.12052,6/19/16
1,47.4035507,-122.1576154,6/26/16
1,47.662576,-122.12052,6/16/16
1,47.662576,-122.12052,6/23/16
1,47.662576,-122.12052,6/30/16
1,47.662576,-122.12052,6/23/16
2,47.662576,-122.12052,6/2/16
1,47.435774,-121.656044,6/3/16
2,47.662576,-122.12052,6/2/16
2,47.523852,-121.7963326,6/11/16
1,47.662576,-122.12052,6/16/16
2,47.662576,-122.12052,6/4/16
1,47.6873481,-121.937449,6/4/16
4,47.523852,-121.7963326,6/20/16
1,47.662576,-122.12052,6/30/16
2,47.2837998,-122.1314049,6/21/16
1,47.662576,-122.12052,7/22/16
3,47.662576,-122.12052,7/4/16
1,47.662576,-122.12052,7/24/16
1,47.662576,-122.12052,7/14/16
1,47.662576,-122.12052,7/14/16
1,47.662576,-122.12052,7/14/16
1,47.662576,-122.12052,7/26/16
1,47.662576,-122.12052,7/26/16
1,47.523852,-121.7963326,7/6/16
1,47.662576,-122.12052,8/18/16
1,47.662576,-122.12052,8/2/16
1,47.662576,-122.12052,8/2/16
1,47.663868,-122.4215317,8/23/16
1,47.662576,-122.12052,8/18/16
1,47.663868,-122.4215317,8/24/16
1,47.663868,-122.4215317,8/23/16
1,47.662576,-122.12052,8/2/16
1,47.662576,-122.12052,8/18/16
1,47.662576,-122.12052,8/18/16
